layer, level, fraction, repeat, accuracy
features.12, synapse, 0.5, 2, 0.6868000030517578
features.12, synapse, 0.6, 0, 0.6696000099182129
features.12, synapse, 0.6, 1, 0.6536999940872192
features.12, synapse, 0.6, 2, 0.6733999848365784
features.12, synapse, 0.7, 0, 0.6148999929428101
features.12, synapse, 0.7, 1, 0.6337999701499939
features.12, synapse, 0.7, 2, 0.6340000033378601
features.12, synapse, 0.8, 0, 0.5489999651908875
features.12, synapse, 0.8, 1, 0.47829997539520264
features.12, synapse, 0.8, 2, 0.5144999623298645
features.12, synapse, 0.9, 0, 0.3513000011444092
features.12, synapse, 0.9, 1, 0.2936999797821045
features.12, synapse, 0.9, 2, 0.3447999954223633
features.12, synapse, 1.0, 0, 0.04999999701976776
features.12, synapse, 1.0, 1, 0.04999999701976776
features.12, synapse, 1.0, 2, 0.04999999701976776
features.12, node, 0.0, 0, 0.7193999886512756
features.12, node, 0.0, 1, 0.7193999886512756
features.12, node, 0.0, 2, 0.7193999886512756
features.12, node, 0.1, 0, 0.7198999524116516
features.12, node, 0.1, 1, 0.7206999659538269
features.12, node, 0.1, 2, 0.7185999751091003
features.12, node, 0.2, 0, 0.7174999713897705
features.12, node, 0.2, 1, 0.7170999646186829
features.12, node, 0.2, 2, 0.7152999639511108
features.12, node, 0.3, 0, 0.7139999866485596
features.12, node, 0.3, 1, 0.7124999761581421
features.12, node, 0.3, 2, 0.7110999822616577
features.12, node, 0.4, 0, 0.6973999738693237
features.12, node, 0.4, 1, 0.713699996471405
features.12, node, 0.4, 2, 0.7057999968528748
features.12, node, 0.5, 0, 0.6769999861717224
features.12, node, 0.5, 1, 0.6631999611854553
features.12, node, 0.5, 2, 0.6450999975204468
features.12, node, 0.6, 0, 0.6297999620437622
features.12, node, 0.6, 1, 0.6015999913215637
features.12, node, 0.6, 2, 0.6376000046730042
features.12, node, 0.7, 0, 0.3346000015735626
features.12, node, 0.7, 1, 0.5055999755859375
