layer, level, fraction, repeat, accuracy
conv4-1, synapse, 0.3, 0, 0.8920199871063232
conv4-1, synapse, 0.4, 0, 0.8878999948501587
conv4-1, synapse, 0.5, 0, 0.8754799962043762
conv4-1, synapse, 0.6, 0, 0.8549599647521973
conv4-1, synapse, 0.7, 0, 0.8146199584007263
conv4-1, synapse, 0.8, 0, 0.5966199636459351
conv4-1, synapse, 0.9, 0, 0.10181999951601028
conv4-1, synapse, 1.0, 0, 0.004999999888241291
conv4-1, node, 0.0, 0, 0.9038199782371521
conv4-1, node, 0.1, 0, 0.8946799635887146
conv4-1, node, 0.2, 0, 0.8803799748420715
conv4-1, node, 0.3, 0, 0.8585000038146973
conv4-1, node, 0.4, 0, 0.8308599591255188
conv4-1, node, 0.5, 0, 0.7782599925994873
conv4-1, node, 0.6, 0, 0.6108799576759338
conv4-1, node, 0.7, 0, 0.49723997712135315
conv4-1, node, 0.8, 0, 0.2165599912405014
conv4-1, node, 0.9, 0, 0.06787999719381332
conv4-1, node, 1.0, 0, 0.004999999888241291
conv4-2, synapse, 0.0, 0, 0.9038199782371521
conv4-2, synapse, 0.1, 0, 0.903219997882843
conv4-2, synapse, 0.2, 0, 0.9009799957275391
conv4-2, synapse, 0.3, 0, 0.8986199498176575
conv4-2, synapse, 0.4, 0, 0.8954799771308899
conv4-2, synapse, 0.5, 0, 0.8906399607658386
conv4-2, synapse, 0.6, 0, 0.8768399953842163
conv4-2, synapse, 0.7, 0, 0.8480599522590637
conv4-2, synapse, 0.8, 0, 0.7685999870300293
conv4-2, synapse, 0.9, 0, 0.340859979391098
conv4-2, synapse, 1.0, 0, 0.004999999888241291
conv4-2, node, 0.0, 0, 0.9038199782371521
conv4-2, node, 0.1, 0, 0.8959199786186218
conv4-2, node, 0.2, 0, 0.8840799927711487
conv4-2, node, 0.3, 0, 0.8600800037384033
conv4-2, node, 0.4, 0, 0.8250599503517151
conv4-2, node, 0.5, 0, 0.7465400099754333
conv4-2, node, 0.6, 0, 0.7067199945449829
conv4-2, node, 0.7, 0, 0.46939998865127563
conv4-2, node, 0.8, 0, 0.32753998041152954
conv4-2, node, 0.9, 0, 0.0891599953174591
conv4-2, node, 1.0, 0, 0.004999999888241291
conv4-3, synapse, 0.0, 0, 0.9038199782371521
conv4-3, synapse, 0.1, 0, 0.9025599956512451
conv4-3, synapse, 0.2, 0, 0.9012599587440491
conv4-3, synapse, 0.3, 0, 0.8987599611282349
conv4-3, synapse, 0.4, 0, 0.8954199552536011
conv4-3, synapse, 0.5, 0, 0.8893599510192871
conv4-3, synapse, 0.6, 0, 0.8737799525260925
conv4-3, synapse, 0.7, 0, 0.848580002784729
conv4-3, synapse, 0.8, 0, 0.7620999813079834
conv4-3, synapse, 0.9, 0, 0.3140999972820282
conv4-3, synapse, 1.0, 0, 0.004999999888241291
conv4-3, node, 0.0, 0, 0.9038199782371521
conv4-3, node, 0.1, 0, 0.8932399749755859
conv4-3, node, 0.2, 0, 0.8753799796104431
conv4-3, node, 0.3, 0, 0.8553400039672852
conv4-3, node, 0.4, 0, 0.8283599615097046
conv4-3, node, 0.5, 0, 0.7684400081634521
conv4-3, node, 0.6, 0, 0.7021799683570862
conv4-3, node, 0.7, 0, 0.567579984664917
conv4-3, node, 0.8, 0, 0.27775999903678894
conv4-3, node, 0.9, 0, 0.08455999940633774
conv4-3, node, 1.0, 0, 0.004999999888241291
conv5-1, synapse, 0.0, 0, 0.9038199782371521
conv5-1, synapse, 0.1, 0, 0.9019999504089355
conv5-1, synapse, 0.2, 0, 0.9010999798774719
conv5-1, synapse, 0.3, 0, 0.8982599973678589
conv5-1, synapse, 0.4, 0, 0.8940399885177612
conv5-1, synapse, 0.5, 0, 0.8875799775123596
conv5-1, synapse, 0.6, 0, 0.8777999877929688
conv5-1, synapse, 0.7, 0, 0.8500399589538574
conv5-1, synapse, 0.8, 0, 0.7795999646186829
conv5-1, synapse, 0.9, 0, 0.39664000272750854
conv5-1, synapse, 1.0, 0, 0.004999999888241291
conv5-1, node, 0.0, 0, 0.9038199782371521
conv5-1, node, 0.1, 0, 0.891819953918457
conv5-1, node, 0.2, 0, 0.8769599795341492
conv5-1, node, 0.3, 0, 0.8524799942970276
conv5-1, node, 0.4, 0, 0.8253999948501587
conv5-1, node, 0.5, 0, 0.7725600004196167
conv5-1, node, 0.6, 0, 0.6447799801826477
conv5-1, node, 0.7, 0, 0.5065599679946899
conv5-1, node, 0.8, 0, 0.34685999155044556
conv5-1, node, 0.9, 0, 0.1522199958562851
conv5-1, node, 1.0, 0, 0.004999999888241291
conv5-2, synapse, 0.0, 0, 0.9038199782371521
conv5-2, synapse, 0.1, 0, 0.9027599692344666
conv5-2, synapse, 0.2, 0, 0.9006999731063843
conv5-2, synapse, 0.3, 0, 0.8987599611282349
conv5-2, synapse, 0.4, 0, 0.8951399922370911
conv5-2, synapse, 0.5, 0, 0.8919000029563904
conv5-2, synapse, 0.6, 0, 0.8840000033378601
conv5-2, synapse, 0.7, 0, 0.8698599934577942
conv5-2, synapse, 0.8, 0, 0.8389999866485596
conv5-2, synapse, 0.9, 0, 0.6963399648666382
conv5-2, synapse, 1.0, 0, 0.004999999888241291
conv5-2, node, 0.0, 0, 0.9038199782371521
conv5-2, node, 0.1, 0, 0.893839955329895
conv5-2, node, 0.2, 0, 0.8789199590682983
conv5-2, node, 0.3, 0, 0.8564599752426147
conv5-2, node, 0.4, 0, 0.8376799821853638
conv5-2, node, 0.5, 0, 0.7647799849510193
conv5-2, node, 0.6, 0, 0.681659996509552
conv5-2, node, 0.7, 0, 0.5493999719619751
conv5-2, node, 0.8, 0, 0.3615399897098541
conv5-2, node, 0.9, 0, 0.12225999683141708
conv5-2, node, 1.0, 0, 0.004999999888241291
conv5-3, synapse, 0.0, 0, 0.9038199782371521
conv5-3, synapse, 0.1, 0, 0.9028199911117554
conv5-3, synapse, 0.2, 0, 0.9006999731063843
conv5-3, synapse, 0.3, 0, 0.9005999565124512
conv5-3, synapse, 0.4, 0, 0.8962599635124207
conv5-3, synapse, 0.5, 0, 0.892259955406189
conv5-3, synapse, 0.6, 0, 0.885919988155365
conv5-3, synapse, 0.7, 0, 0.871399998664856
conv5-3, synapse, 0.8, 0, 0.8258000016212463
conv5-3, synapse, 0.9, 0, 0.5886399745941162
conv5-3, synapse, 1.0, 0, 0.004999999888241291
conv5-3, node, 0.0, 0, 0.9038199782371521
conv5-3, node, 0.1, 0, 0.8954799771308899
conv5-3, node, 0.2, 0, 0.883679986000061
conv5-3, node, 0.3, 0, 0.8638399839401245
conv5-3, node, 0.4, 0, 0.8364799618721008
conv5-3, node, 0.5, 0, 0.8085399866104126
conv5-3, node, 0.6, 0, 0.7565999627113342
conv5-3, node, 0.7, 0, 0.6693999767303467
conv5-3, node, 0.8, 0, 0.5292999744415283
conv5-3, node, 0.9, 0, 0.2657199800014496
conv5-3, node, 1.0, 0, 0.004999999888241291
dense1, synapse, 0.0, 0, 0.9038199782371521
dense1, synapse, 0.1, 0, 0.9040199518203735
dense1, synapse, 0.2, 0, 0.903439998626709
dense1, synapse, 0.3, 0, 0.9038199782371521
dense1, synapse, 0.4, 0, 0.9031999707221985
dense1, synapse, 0.5, 0, 0.9023799896240234
dense1, synapse, 0.6, 0, 0.9015199542045593
dense1, synapse, 0.7, 0, 0.9008199572563171
dense1, synapse, 0.8, 0, 0.8980799913406372
dense1, synapse, 0.9, 0, 0.8893399834632874
dense1, synapse, 1.0, 0, 0.004999999888241291
dense1, node, 0.0, 0, 0.9038199782371521
dense1, node, 0.1, 0, 0.903219997882843
dense1, node, 0.2, 0, 0.9024199843406677
dense1, node, 0.3, 0, 0.9012799859046936
dense1, node, 0.4, 0, 0.898639976978302
dense1, node, 0.5, 0, 0.8964799642562866
dense1, node, 0.6, 0, 0.8939999938011169
dense1, node, 0.7, 0, 0.8858999609947205
dense1, node, 0.8, 0, 0.8692399859428406
dense1, node, 0.9, 0, 0.805079996585846
dense1, node, 1.0, 0, 0.004999999888241291
dense2, synapse, 0.0, 0, 0.9038199782371521
dense2, synapse, 0.1, 0, 0.9035199880599976
dense2, synapse, 0.2, 0, 0.9038400053977966
dense2, synapse, 0.3, 0, 0.9032599925994873
dense2, synapse, 0.4, 0, 0.9032399654388428
dense2, synapse, 0.5, 0, 0.9024999737739563
dense2, synapse, 0.6, 0, 0.9019799828529358
dense2, synapse, 0.7, 0, 0.8999799489974976
dense2, synapse, 0.8, 0, 0.8959599733352661
dense2, synapse, 0.9, 0, 0.8789599537849426
dense2, synapse, 1.0, 0, 0.004999999888241291
dense2, node, 0.0, 0, 0.9038199782371521
dense2, node, 0.1, 0, 0.9030599594116211
dense2, node, 0.2, 0, 0.9025200009346008
dense2, node, 0.3, 0, 0.9010999798774719
dense2, node, 0.4, 0, 0.899619996547699
dense2, node, 0.5, 0, 0.8974999785423279
dense2, node, 0.6, 0, 0.8934399485588074
dense2, node, 0.7, 0, 0.88673996925354
dense2, node, 0.8, 0, 0.8748199939727783
dense2, node, 0.9, 0, 0.8289399743080139
dense2, node, 1.0, 0, 0.004999999888241291
dense3, synapse, 0.0, 0, 0.9038199782371521
dense3, synapse, 0.1, 0, 0.9025799632072449
dense3, synapse, 0.2, 0, 0.9005799889564514
dense3, synapse, 0.3, 0, 0.8984799981117249
dense3, synapse, 0.4, 0, 0.8939200043678284
dense3, synapse, 0.5, 0, 0.8869799971580505
dense3, synapse, 0.6, 0, 0.8813599944114685
dense3, synapse, 0.7, 0, 0.866919994354248
dense3, synapse, 0.8, 0, 0.8381199836730957
dense3, synapse, 0.9, 0, 0.7410799860954285
dense3, synapse, 1.0, 0, 0.004999999888241291
dense3, node, 0.0, 0, 0.9038199782371521
dense3, node, 0.1, 0, 0.8179999589920044
dense3, node, 0.2, 0, 0.735539972782135
dense3, node, 0.3, 0, 0.6451399922370911
dense3, node, 0.4, 0, 0.5584999918937683
dense3, node, 0.5, 0, 0.46897998452186584
dense3, node, 0.6, 0, 0.3789199888706207
dense3, node, 0.7, 0, 0.28647997975349426
dense3, node, 0.8, 0, 0.19257999956607819
dense3, node, 0.9, 0, 0.09855999797582626
dense3, node, 1.0, 0, 0.004999999888241291
