layer, level, fraction, repeat, accuracy
features.0, synapse, 0.0, 0, 0.6680000424385071
features.0, synapse, 0.0, 1, 0.6680000424385071
features.0, synapse, 0.0, 2, 0.6680000424385071
features.0, synapse, 0.1, 0, 0.5900000333786011
features.0, synapse, 0.1, 1, 0.5700000524520874
features.0, synapse, 0.1, 2, 0.6080000400543213
features.0, synapse, 0.2, 0, 0.6380000114440918
features.0, synapse, 0.2, 1, 0.5680000185966492
features.0, synapse, 0.2, 2, 0.46800002455711365
features.0, synapse, 0.3, 0, 0.3800000250339508
features.0, synapse, 0.3, 1, 0.37800002098083496
features.0, synapse, 0.3, 2, 0.3880000114440918
features.0, synapse, 0.4, 0, 0.484000027179718
features.0, synapse, 0.4, 1, 0.4100000262260437
features.0, synapse, 0.4, 2, 0.4000000059604645
features.0, synapse, 0.5, 0, 0.4540000259876251
features.0, synapse, 0.5, 1, 0.3660000264644623
features.0, synapse, 0.5, 2, 0.28600001335144043
features.0, synapse, 0.6, 0, 0.24400001764297485
features.0, synapse, 0.6, 1, 0.2760000228881836
features.0, synapse, 0.6, 2, 0.23000000417232513
features.0, synapse, 0.7, 0, 0.2900000214576721
features.0, synapse, 0.7, 1, 0.15400001406669617
features.0, synapse, 0.7, 2, 0.34800001978874207
features.0, synapse, 0.8, 0, 0.2240000069141388
features.0, synapse, 0.8, 1, 0.17800000309944153
features.0, synapse, 0.8, 2, 0.29200002551078796
features.0, synapse, 0.9, 0, 0.15600000321865082
features.0, synapse, 0.9, 1, 0.14800000190734863
features.0, synapse, 0.9, 2, 0.1340000033378601
features.0, synapse, 1.0, 0, 0.10000000149011612
features.0, synapse, 1.0, 1, 0.10000000149011612
features.0, synapse, 1.0, 2, 0.10000000149011612
features.0, node, 0.0, 0, 0.6680000424385071
features.0, node, 0.0, 1, 0.6680000424385071
features.0, node, 0.0, 2, 0.6680000424385071
features.0, node, 0.1, 0, 0.6460000276565552
features.0, node, 0.1, 1, 0.2680000066757202
features.0, node, 0.1, 2, 0.6500000357627869
features.0, node, 0.2, 0, 0.5680000185966492
features.0, node, 0.2, 1, 0.5900000333786011
features.0, node, 0.2, 2, 0.23600001633167267
features.0, node, 0.3, 0, 0.5160000324249268
features.0, node, 0.3, 1, 0.2580000162124634
features.0, node, 0.3, 2, 0.5740000009536743
features.0, node, 0.4, 0, 0.49800002574920654
features.0, node, 0.4, 1, 0.47200003266334534
features.0, node, 0.4, 2, 0.24400001764297485
features.0, node, 0.5, 0, 0.2200000137090683
features.0, node, 0.5, 1, 0.1980000138282776
features.0, node, 0.5, 2, 0.2160000056028366
features.0, node, 0.6, 0, 0.20400001108646393
features.0, node, 0.6, 1, 0.17000000178813934
features.0, node, 0.6, 2, 0.17600001394748688
features.0, node, 0.7, 0, 0.16600000858306885
features.0, node, 0.7, 1, 0.15600000321865082
features.0, node, 0.7, 2, 0.12400000542402267
features.0, node, 0.8, 0, 0.14400000870227814
features.0, node, 0.8, 1, 0.15400001406669617
features.0, node, 0.8, 2, 0.1600000113248825
features.0, node, 0.9, 0, 0.11600000411272049
features.0, node, 0.9, 1, 0.1340000033378601
